sp1	sp2	true	method	dist	clade	portion
G900115425	G001830165	258.11092829000006	D2star	230.5090965843601	5	backbone
G001513335	G001267155	281.0155779600001	D2star	179.55050334795766	5	backbone
G001508005	G001916865	160.08102241	D2star	160.91722533864962	5	backbone
G900129355	G000177375	225.60036639000003	D2star	97.74369684491268	5	backbone
G000437395	G000753575	187.96426662	D2star	106.0564905201274	5	backbone
G000512895	G000283495	184.9702924	D2star	122.0240054445889	5	backbone
G000798955	G900101645	216.32768529	D2star	204.8229059837523	5	backbone
G000164985	G000469545	218.62931698	D2star	178.8454257487062	5	backbone
G000186945	G000423385	263.38610204	D2star	156.290776768208	5	backbone
G000752095	G000961095	190.62885836	D2star	242.31238047566697	5	backbone
G001645205	G000426665	197.4420079	D2star	241.79389917035888	5	backbone
G000738785	G900114545	178.57997991999997	D2star	215.7900675502903	5	backbone
G000436255	G900114475	216.31321557	D2star	261.8116931927424	5	backbone
G900102085	G000381905	49.22558809	D2star	79.55554358260683	5	backbone
G001457415	G000431435	199.83429384	D2star	178.42095478996495	5	backbone
G001406535	G000400955	175.29479089	D2star	136.97521154669505	5	backbone
G001650325	G900102965	150.26011523	D2star	201.5631684365061	5	backbone
G900104055	G000444055	211.03266505	D2star	184.7552579897045	5	backbone
G001244545	G000621545	239.28769149000004	D2star	157.04499613952845	5	backbone
G000565215	G000194985	303.09903356	D2star	209.7264001967281	5	backbone
G000239275	G001029285	194.38394387	D2star	162.38008330719754	5	backbone
G000013105	G000315235	175.66129815	D2star	229.05478501095465	5	backbone
G001513495	G000328625	153.04878194000003	D2star	211.4079034410034	5	backbone
G000411915	G000686945	207.89235925000003	D2star	311.9156469149007	5	backbone
G001767765	G000526235	238.74614341	D2star	268.3696270653758	5	backbone
G900110315	G000425125	69.43763768	D2star	112.0076303376475	5	backbone
G000510645	G000511405	120.25202327	D2star	108.20021130168982	5	backbone
G000686865	G000878905	106.01570322	D2star	88.37328677082081	5	backbone
G000434475	G001945605	287.16202642	D2star	136.99087993778951	5	backbone
G000429525	G900101595	158.32899038	D2star	163.4690364882636	5	backbone
G900100065	G000353565	77.93862915	D2star	69.25364765794836	5	backbone
G000400955	G000565195	51.36555316	D2star	41.533486233398975	5	backbone
G000282075	G001730235	101.62917306999998	D2star	153.5972378991485	5	backbone
G000433455	G001830045	192.17839166	D2star	208.5875930439977	5	backbone
G000513275	G900106775	124.06798997	D2star	208.38461615936475	5	backbone
G000437235	G900103135	269.45775797000005	D2star	230.99268010950323	5	backbone
G000612185	G000271665	167.91200155	D2star	122.75044903169643	5	backbone
G000221605	G000967915	249.98711909	D2star	231.46344404193275	5	backbone
G001512435	G000422485	189.08722146	D2star	331.3544226663838	5	backbone
G000024285	G000169155	189.05202395	D2star	258.1794752572048	5	backbone
G001311905	G000271665	163.15519184	D2star	229.21859091785143	5	backbone
G001829955	G000961805	259.72246905000003	D2star	142.56740276823257	5	backbone
G000763315	G900114545	182.63259428	D2star	237.45731583516505	5	backbone
G000378425	G000315235	74.4354989	D2star	50.7794750382088	5	backbone
G000612225	G900102685	114.34247343	D2star	143.5609212035414	5	backbone
G001543875	G000381065	172.74885471000002	D2star	248.0256456283891	5	backbone
G000024205	G001544015	175.07504576000002	D2star	303.0537473517841	5	backbone
G000157995	G900102435	234.30465412	D2star	130.83747543523168	5	backbone
G001277345	G000242435	216.85237358	D2star	132.23267444223524	5	backbone
G001426375	G000432575	214.89199871	D2star	245.53152264598657	5	backbone
G000235605	G000686825	204.51708958	D2star	97.46309020440252	5	backbone
G000315235	G000010565	181.75999135000004	D2star	177.38897757651517	5	backbone
G000740865	G000287655	216.51308952000005	D2star	317.40741799351457	5	backbone
G001830045	G000283495	260.27278089000004	D2star	249.17157477707147	5	backbone
G000435155	G001513395	202.87718304000003	D2star	138.9045602501012	5	backbone
G000269565	G001439585	177.31061279	D2star	190.49131352947316	5	backbone
G000686865	G000026205	274.66893441	D2star	273.9988526658639	5	backbone
G001039275	G000092905	131.82792595	D2star	142.44205563947676	5	backbone
G001399675	G000820525	244.01512513	D2star	229.19936152878097	5	backbone
G000702485	G900129355	158.74896609	D2star	190.81393994610028	5	backbone
G900104455	G900119485	179.31977117000002	D2star	273.362146227752	5	backbone
G001604505	G001830865	209.48813707	D2star	127.8996521050174	5	backbone
G000178255	G001512985	147.87358132999998	D2star	106.48024927927348	5	backbone
G002005165	G000400935	209.33969182	D2star	219.3040603530241	5	backbone
G000714935	G900114615	160.85349589999998	D2star	262.9512125450679	5	backbone
G000014725	G000154805	248.23169841000004	D2star	188.8853034422893	5	backbone
G000154485	G001705305	200.406406	D2star	144.3984679275007	5	backbone
G900114055	G000437715	183.75173703	D2star	209.2235872825144	5	backbone
G000439435	G000428705	225.24806044	D2star	75.98172601387589	5	backbone
G900103115	G000740855	270.6950416000001	D2star	272.773869362114	5	backbone
G900116485	G000020005	183.38273539	D2star	234.7146351940365	5	backbone
G001294525	G000622005	180.6558637	D2star	159.0363062077173	5	backbone
G000740865	G000620565	207.03552435	D2star	234.1968660883236	5	backbone
G000687795	G000983115	309.01126202	D2star	188.3846271268613	5	backbone
G900120005	G900096925	175.2109727	D2star	172.11229077565272	5	backbone
G900114545	G000702765	262.29095224	D2star	190.921482084976	5	backbone
G000163515	G000160695	278.80636748000006	D2star	178.24717808873532	5	backbone
G000740865	G900109985	176.93516200000002	D2star	222.9013805083968	5	backbone
G000384195	G001940985	211.56716696	D2star	157.45451090677042	5	backbone
G000021925	G000946815	156.86857419	D2star	65.8516126315805	5	backbone
G000230915	G900156615	123.97093978	D2star	149.6238763575084	5	backbone
G900113335	G000157995	240.15820837	D2star	151.82029990911587	5	backbone
G001830065	G900103115	186.67687838	D2star	118.12043946327876	5	backbone
G001012775	G000829465	111.27096635	D2star	87.4424418998899	5	backbone
G000503775	G001516055	175.88225215	D2star	142.6792181046795	5	backbone
G001800865	G000702585	189.50449258	D2star	115.9033621234104	5	backbone
G000328625	G000236805	179.70655362	D2star	271.5866326369098	5	backbone
G000315235	G000025305	200.31848803000003	D2star	186.6162355319711	5	backbone
G000702485	G000432575	232.72687814	D2star	308.801198085076	5	backbone
G001594015	G001767765	173.65194094999998	D2star	278.1730544933514	5	backbone
G001543875	G000233715	180.78842562000008	D2star	276.1368758506647	5	backbone
G900101835	G000190635	175.47506117	D2star	81.94283662572882	5	backbone
G900120005	G000612185	182.80401863	D2star	84.35434445508771	5	backbone
G000364425	G900103115	282.94967263	D2star	271.79886811628046	5	backbone
G000024205	G900102085	182.94226544000003	us	181.14755	5	backbone
G900115425	G001830165	258.11092829000006	us	258.9994	5	backbone
G001513335	G001267155	281.0155779600001	us	281.22574	5	backbone
G001508005	G001916865	160.08102241	us	162.06668	5	backbone
G900129355	G000177375	225.60036639000003	us	226.91692	5	backbone
G000437395	G000753575	187.96426662	us	185.3241	5	backbone
G000512895	G000283495	184.9702924	us	182.73262	5	backbone
G000798955	G900101645	216.32768529	us	225.97461	5	backbone
G000164985	G000469545	218.62931698	us	220.66931	5	backbone
G000186945	G000423385	263.38610204	us	255.04298	5	backbone
G000752095	G000961095	190.62885836	us	194.66916	5	backbone
G001645205	G000426665	197.4420079	us	196.97507	5	backbone
G000738785	G900114545	178.57997991999997	us	178.24902	5	backbone
G000436255	G900114475	216.31321557	us	220.03659	5	backbone
G900102085	G000381905	49.22558809	us	47.601414	5	backbone
G001457415	G000431435	199.83429384	us	198.80702	5	backbone
G001406535	G000400955	175.29479089	us	173.9017	5	backbone
G001650325	G900102965	150.26011523	us	149.18239	5	backbone
G900104055	G000444055	211.03266505	us	208.37494	5	backbone
G001244545	G000621545	239.28769149000004	us	239.21735	5	backbone
G000565215	G000194985	303.09903356	us	294.88312	5	backbone
G000239275	G001029285	194.38394387	us	193.39622	5	backbone
G000013105	G000315235	175.66129815	us	171.73083	5	backbone
G001513495	G000328625	153.04878194000003	us	152.4988	5	backbone
G000411915	G000686945	207.89235925000003	us	207.7054	5	backbone
G001767765	G000526235	238.74614341	us	235.84209	5	backbone
G900110315	G000425125	69.43763768	us	68.38878	5	backbone
G000510645	G000511405	120.25202327	us	116.04487	5	backbone
G000686865	G000878905	106.01570322	us	107.68151	5	backbone
G000434475	G001945605	287.16202642	us	288.00217	5	backbone
G000429525	G900101595	158.32899038	us	162.93681	5	backbone
G900100065	G000353565	77.93862915	us	80.11554	5	backbone
G000400955	G000565195	51.36555316	us	51.492386	5	backbone
G000282075	G001730235	101.62917306999998	us	99.81549	5	backbone
G000433455	G001830045	192.17839166	us	195.99173	5	backbone
G000513275	G900106775	124.06798997	us	120.15275	5	backbone
G000437235	G900103135	269.45775797000005	us	275.42566	5	backbone
G000612185	G000271665	167.91200155	us	172.92502	5	backbone
G000221605	G000967915	249.98711909	us	257.51794	5	backbone
G001512435	G000422485	189.08722146	us	187.66455	5	backbone
G000024285	G000169155	189.05202395	us	185.98528	5	backbone
G001311905	G000271665	163.15519184	us	159.76686	5	backbone
G001829955	G000961805	259.72246905000003	us	255.51048	5	backbone
G000763315	G900114545	182.63259428	us	185.4892	5	backbone
G000378425	G000315235	74.4354989	us	77.20757	5	backbone
G000612225	G900102685	114.34247343	us	114.76237	5	backbone
G001543875	G000381065	172.74885471000002	us	170.74757	5	backbone
G000024205	G001544015	175.07504576000002	us	170.48918	5	backbone
G000157995	G900102435	234.30465412	us	241.31169	5	backbone
G001277345	G000242435	216.85237358	us	218.14308	5	backbone
G001426375	G000432575	214.89199871	us	212.6956	5	backbone
G000235605	G000686825	204.51708958	us	204.33585	5	backbone
G000315235	G000010565	181.75999135000004	us	179.22536	5	backbone
G000740865	G000287655	216.51308952000005	us	215.93413	5	backbone
G001830045	G000283495	260.27278089000004	us	262.50732	5	backbone
G000435155	G001513395	202.87718304000003	us	203.75626	5	backbone
G000269565	G001439585	177.31061279	us	180.80789	5	backbone
G000686865	G000026205	274.66893441	us	271.25308	5	backbone
G001039275	G000092905	131.82792595	us	129.53493	5	backbone
G001399675	G000820525	244.01512513	us	244.93398	5	backbone
G000702485	G900129355	158.74896609	us	162.08228	5	backbone
G900104455	G900119485	179.31977117000002	us	179.74513	5	backbone
G001604505	G001830865	209.48813707	us	210.9584	5	backbone
G000178255	G001512985	147.87358132999998	us	145.4259	5	backbone
G002005165	G000400935	209.33969182	us	209.87714	5	backbone
G000714935	G900114615	160.85349589999998	us	159.9615	5	backbone
G000014725	G000154805	248.23169841000004	us	254.17273	5	backbone
G000154485	G001705305	200.406406	us	202.7978	5	backbone
G900114055	G000437715	183.75173703	us	183.94722	5	backbone
G000439435	G000428705	225.24806044	us	227.58594	5	backbone
G900103115	G000740855	270.6950416000001	us	274.50687	5	backbone
G900116485	G000020005	183.38273539	us	183.97884	5	backbone
G001294525	G000622005	180.6558637	us	179.83652	5	backbone
G000740865	G000620565	207.03552435	us	199.49796	5	backbone
G000687795	G000983115	309.01126202	us	308.75128	5	backbone
G900120005	G900096925	175.2109727	us	176.75862	5	backbone
G900114545	G000702765	262.29095224	us	268.9456	5	backbone
G000163515	G000160695	278.80636748000006	us	281.4259	5	backbone
G000740865	G900109985	176.93516200000002	us	175.24825	5	backbone
G000384195	G001940985	211.56716696	us	219.57394	5	backbone
G000021925	G000946815	156.86857419	us	156.33563	5	backbone
G000230915	G900156615	123.97093978	us	126.48031	5	backbone
G900113335	G000157995	240.15820837	us	247.50523	5	backbone
G001830065	G900103115	186.67687838	us	186.12369	5	backbone
G001012775	G000829465	111.27096635	us	108.73609	5	backbone
G000503775	G001516055	175.88225215	us	175.92482	5	backbone
G001800865	G000702585	189.50449258	us	189.4142	5	backbone
G000328625	G000236805	179.70655362	us	181.72849	5	backbone
G000315235	G000025305	200.31848803000003	us	197.24095	5	backbone
G000702485	G000432575	232.72687814	us	231.72012	5	backbone
G001594015	G001767765	173.65194094999998	us	174.39142	5	backbone
G001543875	G000233715	180.78842562000008	us	182.06256	5	backbone
G900101835	G000190635	175.47506117	us	175.40125	5	backbone
G900120005	G000612185	182.80401863	us	182.57321	5	backbone
G000364425	G900103115	282.94967263	us	282.3665	5	backbone
G000018785	G001515945	257.91087225	D2star	171.31320282983447	5	queries
G000024605	G000374845	182.8120726	D2star	279.79117197365366	5	queries
G900111915	G000231405	186.60833712000004	D2star	150.78476169769004	5	queries
G000711975	G001012825	187.78933110000003	D2star	208.91805365617213	5	queries
G001512545	G001512995	251.29067561000005	D2star	182.05815812266903	5	queries
G000450985	G000802045	235.33862294	D2star	185.5173115565722	5	queries
G001830015	G000756615	218.03447192	D2star	251.64290737242743	5	queries
G001049895	G000513275	124.39887015000002	D2star	194.05943350144247	5	queries
G000018785	G000437615	200.43866074	D2star	219.37528031254448	5	queries
G001806105	G000829455	72.71061442	D2star	94.29665080412796	5	queries
G000450985	G000622005	254.19804183	D2star	124.03668150063388	5	queries
G000740805	G001184755	199.53613715000003	D2star	220.388740336519	5	queries
G000376225	G900114475	122.70721924	D2star	126.6191172328416	5	queries
G000508965	G000746875	199.12889852	D2star	135.8107652085374	5	queries
G900129805	G000210615	257.4096130500001	D2star	186.0343684626899	5	queries
G001512545	G000184705	151.06383415	D2star	219.4621686631593	5	queries
G000213975	G001604495	282.85730823000006	D2star	316.02788737760545	5	queries
G000686845	G000012225	258.96392841	D2star	232.27107838289345	5	queries
G000213975	G000687795	327.67429876000006	D2star	297.1887836852837	5	queries
G001649505	G000283315	109.02040555	D2star	87.43745650272348	5	queries
G001512545	G000435955	253.63901937000003	D2star	184.9589470739327	5	queries
G002003465	G000585395	147.25399158	D2star	72.42072803785861	5	queries
G001806105	G000287655	214.08989032	D2star	172.2654136886215	5	queries
G000213975	G900114055	197.10949027	D2star	219.75132169881192	5	queries
G000450985	G002005165	187.12414601	D2star	207.99433078119327	5	queries
G000213975	G000018425	195.20858996000004	D2star	250.2277667767582	5	queries
G000376225	G000296715	118.86276546000002	D2star	99.39884870416552	5	queries
G000165465	G000472905	194.16093314	D2star	323.80866795520325	5	queries
G000450985	G001830865	184.85805436	D2star	209.33112942139016	5	queries
G001909285	G000154485	170.71582131	D2star	269.0333970881054	5	queries
G000430585	G900104055	208.12051775	D2star	140.64303946199286	5	queries
G001916215	G000293805	207.18225508	D2star	189.07474853461343	5	queries
G001649505	G001512435	176.43183093	D2star	253.6741006179477	5	queries
G900111915	G000271665	122.39596029	D2star	88.85900689474957	5	queries
G000376225	G001406595	136.19393981000002	D2star	213.9939001711872	5	queries
G000300695	G000255115	321.3335266	D2star	144.99030579111474	5	queries
G900102125	G001515945	179.18200657	D2star	245.7344995306196	5	queries
G001916215	G000215085	241.47603355000004	D2star	195.21604564405283	5	queries
G000433035	G000245715	209.28132473	D2star	175.94677339622814	5	queries
G000165465	G900106775	182.57910404	D2star	200.16298403233608	5	queries
G001806105	G001508005	180.02132289000002	D2star	139.5191885007618	5	queries
G000213975	G000024285	220.71859788	D2star	109.87744134839396	5	queries
G900129805	G000373785	244.78947448000005	D2star	280.1387253761129	5	queries
G001649505	G001015055	82.0252863	D2star	86.68679812937904	5	queries
G900129805	G000437615	239.29343796000003	D2star	190.02268619582927	5	queries
G000433035	G001280565	266.35622832	D2star	172.64572827246013	5	queries
G001421015	G000701725	229.84815757	D2star	136.03154708305047	5	queries
G000733515	G000437575	189.43339037	D2star	131.482728268486	5	queries
G000300695	G000714935	265.6293865	D2star	220.33461316728352	5	queries
G000686845	G000621925	199.71166227	D2star	184.3065722447263	5	queries
G000165465	G001468785	187.4733193	D2star	170.27908901759903	5	queries
G000740805	G000371425	266.16302970000004	D2star	232.39856211043488	5	queries
G000686845	G000011225	250.50831849	D2star	255.84915818169907	5	queries
G001909285	G000426545	147.6411013	D2star	263.5337918139444	5	queries
G000430585	G900103425	200.89547759	D2star	200.8146466619472	5	queries
G000376225	G001508005	148.49546567	D2star	233.43338812226548	5	queries
G001916215	G000437575	1.99469981	D2star	7.341780747114345	5	queries
G001916215	G000960765	252.94211531	D2star	143.9974995554011	5	queries
G001512545	G900114615	175.61494492	D2star	160.09677140497524	5	queries
G000376225	G000621545	164.23272489	D2star	247.5249693129611	5	queries
G000430585	G000173795	207.955436	D2star	237.0634694590175	5	queries
G000213975	G001012825	223.07384688	D2star	186.5670937599021	5	queries
G900129805	G000374385	165.02431123000002	D2star	179.28129190097073	5	queries
G900129805	G000437715	236.23402039000004	D2star	246.83769670358973	5	queries
G001421015	G000224515	196.53282191	D2star	184.5950130807837	5	queries
G900102125	G000327285	198.10916807	D2star	130.29834034166265	5	queries
G001909285	G000437815	192.58387815	D2star	294.284433736044	5	queries
G002003465	G000379505	185.87833673	D2star	174.60783815724565	5	queries
G000740805	G000286635	201.02983756000003	D2star	268.4764570046564	5	queries
G000300695	G000942395	274.64378750000003	D2star	165.21463769610727	5	queries
G000018785	G900119485	223.14300063	D2star	216.70951722769797	5	queries
G001916215	G000021925	254.14546989	D2star	166.08779439982672	5	queries
G000430585	G001012775	145.09118988	D2star	120.74062177403226	5	queries
G001049895	G001830035	195.09385197	D2star	134.46114697562683	5	queries
G000433035	G001516045	251.16566345000004	D2star	124.80870586183444	5	queries
G001909285	G000315505	197.33996659	D2star	246.53287527684265	5	queries
G900102125	G000213595	121.13072748	D2star	205.56074476438303	5	queries
G001909285	G001456895	50.01382746	D2star	40.17126206765332	5	queries
G900102125	G001399675	164.31714016	D2star	128.2044735317645	5	queries
G002003465	G001187615	132.95357045999998	D2star	88.26218363396907	5	queries
G000024605	G900103135	193.69423486	D2star	142.90569757595424	5	queries
G900129805	G000829905	221.38792916000003	D2star	172.33592144854663	5	queries
G000300695	G001399675	293.90106442	D2star	239.25775641183935	5	queries
G000450985	G900107875	212.18943933	D2star	85.66194291188125	5	queries
G900111915	G000738785	193.38568623	D2star	124.57866539258367	5	queries
G001909285	G000434355	200.29414387	D2star	215.24309826117403	5	queries
G000024605	G000242435	192.82122546000005	D2star	140.93219249764545	5	queries
G001806105	G001543875	153.42476929000003	D2star	220.7405669365495	5	queries
G001909285	G001570625	189.53275749	D2star	341.6485556154546	5	queries
G000733515	G000437395	207.83196679	D2star	142.60301274799275	5	queries
G001909285	G000422465	142.56442876	D2star	166.13266297432455	5	queries
G000711975	G000469545	183.25626743000004	D2star	342.38853099487096	5	queries
G900111915	G000019905	206.0598989	D2star	221.18711608274205	5	queries
G000024605	G000434355	269.18323225000006	D2star	226.13120567264448	5	queries
G001909285	G001830095	186.357991	D2star	198.00644365806	5	queries
G000018785	G001515945	257.91087225	us	224.27318	5	queries
G000024605	G000374845	182.8120726	us	217.79613	5	queries
G900111915	G000231405	186.60833712000004	us	190.329	5	queries
G000711975	G001012825	187.78933110000003	us	209.46437	5	queries
G001512545	G001512995	251.29067561000005	us	255.30974	5	queries
G000450985	G000802045	235.33862294	us	229.44731	5	queries
G001830015	G000756615	218.03447192	us	220.804	5	queries
G001049895	G000513275	124.39887015000002	us	135.65381	5	queries
G000018785	G000437615	200.43866074	us	195.46129	5	queries
G001806105	G000829455	72.71061442	us	70.901344	5	queries
G000450985	G000622005	254.19804183	us	246.55579	5	queries
G000740805	G001184755	199.53613715000003	us	195.15321	5	queries
G000376225	G900114475	122.70721924	us	104.58184	5	queries
G000508965	G000746875	199.12889852	us	199.6045	5	queries
G900129805	G000210615	257.4096130500001	us	308.2209	5	queries
G001512545	G000184705	151.06383415	us	159.88144	5	queries
G000213975	G001604495	282.85730823000006	us	284.2894	5	queries
G000686845	G000012225	258.96392841	us	264.0349	5	queries
G000213975	G000687795	327.67429876000006	us	319.75433	5	queries
G001649505	G000283315	109.02040555	us	108.22848	5	queries
G001512545	G000435955	253.63901937000003	us	254.54572	5	queries
G002003465	G000585395	147.25399158	us	127.43738	5	queries
G001806105	G000287655	214.08989032	us	189.28326	5	queries
G000213975	G900114055	197.10949027	us	198.11974	5	queries
G000450985	G002005165	187.12414601	us	181.72905	5	queries
G000213975	G000018425	195.20858996000004	us	200.08505	5	queries
G000376225	G000296715	118.86276546000002	us	95.751076	5	queries
G000165465	G000472905	194.16093314	us	224.69572	5	queries
G000450985	G001830865	184.85805436	us	180.27701	5	queries
G001909285	G000154485	170.71582131	us	188.72559	5	queries
G000430585	G900104055	208.12051775	us	188.71864	5	queries
G001916215	G000293805	207.18225508	us	192.88358	5	queries
G001649505	G001512435	176.43183093	us	174.79922	5	queries
G900111915	G000271665	122.39596029	us	123.134605	5	queries
G000376225	G001406595	136.19393981000002	us	157.76817	5	queries
G000300695	G000255115	321.3335266	us	317.9232	5	queries
G900102125	G001515945	179.18200657	us	180.93274	5	queries
G001916215	G000215085	241.47603355000004	us	217.71071	5	queries
G000433035	G000245715	209.28132473	us	170.31462	5	queries
G000165465	G900106775	182.57910404	us	212.62607	5	queries
G001806105	G001508005	180.02132289000002	us	158.55142	5	queries
G000213975	G000024285	220.71859788	us	217.48688	5	queries
G900129805	G000373785	244.78947448000005	us	319.84198	5	queries
G001649505	G001015055	82.0252863	us	78.441216	5	queries
G900129805	G000437615	239.29343796000003	us	286.42352	5	queries
G000433035	G001280565	266.35622832	us	229.74992	5	queries
G001421015	G000701725	229.84815757	us	283.37494	5	queries
G000733515	G000437575	189.43339037	us	188.30545	5	queries
G000300695	G000714935	265.6293865	us	259.78186	5	queries
G000686845	G000621925	199.71166227	us	201.29274	5	queries
G000165465	G001468785	187.4733193	us	198.94046	5	queries
G000740805	G000371425	266.16302970000004	us	265.3079	5	queries
G000686845	G000011225	250.50831849	us	264.3772	5	queries
G001909285	G000426545	147.6411013	us	153.7157	5	queries
G000430585	G900103425	200.89547759	us	181.58199	5	queries
G000376225	G001508005	148.49546567	us	184.48268	5	queries
G001916215	G000437575	1.99469981	us	2.4495044	5	queries
G001916215	G000960765	252.94211531	us	229.70244	5	queries
G001512545	G900114615	175.61494492	us	178.22166	5	queries
G000376225	G000621545	164.23272489	us	189.7906	5	queries
G000430585	G000173795	207.955436	us	192.96732	5	queries
G000213975	G001012825	223.07384688	us	230.697	5	queries
G900129805	G000374385	165.02431123000002	us	229.56049	5	queries
G900129805	G000437715	236.23402039000004	us	300.82465	5	queries
G001421015	G000224515	196.53282191	us	250.97346	5	queries
G900102125	G000327285	198.10916807	us	200.71153	5	queries
G001909285	G000437815	192.58387815	us	200.63683	5	queries
G002003465	G000379505	185.87833673	us	179.03622	5	queries
G000740805	G000286635	201.02983756000003	us	193.37363	5	queries
G000300695	G000942395	274.64378750000003	us	269.97443	5	queries
G000018785	G900119485	223.14300063	us	212.62036	5	queries
G001916215	G000021925	254.14546989	us	234.16612	5	queries
G000430585	G001012775	145.09118988	us	129.79391	5	queries
G001049895	G001830035	195.09385197	us	218.5213	5	queries
G000433035	G001516045	251.16566345000004	us	217.54562	5	queries
G001909285	G000315505	197.33996659	us	192.65263	5	queries
G900102125	G000213595	121.13072748	us	119.455925	5	queries
G001909285	G001456895	50.01382746	us	38.930916	5	queries
G900102125	G001399675	164.31714016	us	164.13557	5	queries
G002003465	G001187615	132.95357045999998	us	105.79111	5	queries
G000024605	G900103135	193.69423486	us	219.39069	5	queries
G900129805	G000829905	221.38792916000003	us	284.15228	5	queries
G000300695	G001399675	293.90106442	us	295.13892	5	queries
G000450985	G900107875	212.18943933	us	206.05771	5	queries
G900111915	G000738785	193.38568623	us	199.11577	5	queries
G001909285	G000434355	200.29414387	us	214.79488	5	queries
G000024605	G000242435	192.82122546000005	us	196.33887	5	queries
G001806105	G001543875	153.42476929000003	us	137.28716	5	queries
G001909285	G001570625	189.53275749	us	193.431	5	queries
G000733515	G000437395	207.83196679	us	203.36691	5	queries
G001909285	G000422465	142.56442876	us	145.92531	5	queries
G000711975	G000469545	183.25626743000004	us	211.02826	5	queries
G900111915	G000019905	206.0598989	us	206.76776	5	queries
G000024605	G000434355	269.18323225000006	us	289.3828	5	queries
G001909285	G001830095	186.357991	us	190.38986	5	queries
G001434745	G000190475	192.00321379	D2star	145.10412004927178	2	backbone
G000017005	G001435445	154.54898988000002	D2star	117.36632823932898	2	backbone
G001617995	G000157355	150.07084996	D2star	127.38249591829222	2	backbone
G000183685	G001436555	182.32042891	D2star	175.01732720538496	2	backbone
G000698185	G001591865	197.29229782	D2star	221.31130510562372	2	backbone
G001278755	G001050115	92.04580723	D2star	97.81607346711684	2	backbone
G001438655	G000380125	139.86204024	D2star	108.32642715270605	2	backbone
G000648015	G000187995	104.28072605	D2star	113.14296050835138	2	backbone
G001436225	G001742205	127.44845387	D2star	157.0521704890076	2	backbone
G000315445	G000159495	160.02908949	D2star	204.32739956666796	2	backbone
G000583695	G001436605	94.31250572	D2star	137.39866359725548	2	backbone
G000165675	G001437425	94.16119481	D2star	79.48419370547673	2	backbone
G001461825	G001281175	194.6367158	D2star	261.9705656133105	2	backbone
G001435695	G001698145	166.42749335000002	D2star	142.06067481538233	2	backbone
G000415005	G001436605	130.53721959	D2star	89.95395862683294	2	backbone
G000770635	G000615365	162.88104363000002	D2star	221.3248346937014	2	backbone
G000228385	G001975685	131.18531808	D2star	134.7760597609394	2	backbone
G000786645	G000160075	171.86753976	D2star	208.6326569096945	2	backbone
G000970795	G000374325	179.38704585	D2star	140.0618561978045	2	backbone
G001591445	G001437605	176.86952689999998	D2star	127.93222444439486	2	backbone
G001050435	G000196735	175.37660699000003	D2star	203.5384109566657	2	backbone
G000188015	G001436295	158.33920353000002	D2star	190.88112526822752	2	backbone
G900111295	G001869445	205.39173555	D2star	137.12735975211933	2	backbone
G000008505	G001420715	83.991466	D2star	74.40632567485773	2	backbone
G000772945	G001869655	226.63293377	D2star	156.68331119299577	2	backbone
G000497245	G000698105	137.59659579	D2star	96.80349061204178	2	backbone
G000005825	G001434225	165.40025627	D2star	151.25011345444253	2	backbone
G000482325	G000832905	83.44485055999999	D2star	71.0063401909429	2	backbone
G000521485	G900100125	184.41206346	D2star	186.85856510766564	2	backbone
G001436595	G001420855	178.03272952999998	D2star	245.21666307167484	2	backbone
G900111865	G000526655	77.67986189	D2star	103.27846663257448	2	backbone
G001434315	G000091765	139.21537061	D2star	70.64631073136066	2	backbone
G001591525	G000307875	82.07090600999999	D2star	85.3852303580836	2	backbone
G000286395	G000224785	141.05181857000002	D2star	173.06764235503653	2	backbone
G000183885	G001437125	145.08708355	D2star	194.2044193502495	2	backbone
G001281175	G000006785	174.93866350000002	D2star	134.06397617790492	2	backbone
G001564695	G001435345	148.40909934	D2star	249.86870511963923	2	backbone
G000026065	G900111355	118.03096129000002	D2star	134.0803541003147	2	backbone
G000285495	G000875895	152.91331162	D2star	164.3937522300933	2	backbone
G000615905	G000740655	187.58313277	D2star	197.48356425012335	2	backbone
G000269865	G000407365	143.41736798	D2star	134.7304864116252	2	backbone
G000813025	G000418515	106.56732871	D2star	95.53455766707432	2	backbone
G001982085	G000269945	142.31525705	D2star	127.5491234767223	2	backbone
G000285535	G000313345	58.23620399	D2star	134.74971266836715	2	backbone
G001420715	G000508405	168.98046136	D2star	172.13766119559347	2	backbone
G000380025	G001311725	181.59154223	D2star	157.54208399413534	2	backbone
G001436595	G001437425	113.48986353	D2star	103.50562129556248	2	backbone
G000306965	G001435035	193.02644398	D2star	142.30634365152923	2	backbone
G000512295	G000698105	229.77294973	D2star	185.82533182868255	2	backbone
G001436255	G000772915	166.09711105000002	D2star	144.79649994140087	2	backbone
G000317855	G000009865	188.56242351000003	D2star	150.9189945883315	2	backbone
G000284835	G001436415	183.72400409	D2star	134.87361521181515	2	backbone
G001312845	G000430785	169.50760193	D2star	186.7254054776382	2	backbone
G000305495	G001314945	191.06894424	D2star	167.4386216311488	2	backbone
G000026405	G900156915	198.8727625	D2star	213.38581482644975	2	backbone
G000161895	G001981825	113.50065865	D2star	139.6573927226409	2	backbone
G900106595	G001420715	112.1920369	D2star	101.21200007460835	2	backbone
G000526675	G001050435	147.61588236	D2star	164.56892479151978	2	backbone
